Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Month,Year
15,22.1,27.8,20.0,-,88,0.0,6.3,7.6,11.1,-,o,,,,9.0,2011.0
16,23.2,28.0,20.2,-,81,9.91,5.5,7.4,14.8,-,o,,,,9.0,2011.0
17,23.7,28.3,20.1,-,73,0.0,8.5,6.7,11.1,-,,,,,9.0,2011.0
18,23.3,28.3,19.8,-,78,0.0,6.9,7.4,11.1,-,,,,,9.0,2011.0
19,24.4,37.4,20.5,-,76,5.08,6.3,5.7,9.4,-,o,,,,9.0,2011.0
20,22.5,28.7,19.7,-,83,57.91,6.9,5.0,5.4,-,o,,,,9.0,2011.0
21,22.9,27.5,19.2,-,76,0.0,9.2,8.9,11.1,-,,,,,9.0,2011.0
22,22.8,27.8,18.8,-,67,0.0,6.9,6.9,7.6,-,,,,,9.0,2011.0
23,23.7,29.0,18.2,-,62,0.0,6.9,5.0,7.6,-,,,,,9.0,2011.0
24,24.4,29.0,18.9,-,59,0.0,6.9,6.5,9.4,-,,,,,9.0,2011.0
25,25.4,30.7,21.3,-,62,0.0,9.2,3.7,7.6,-,,,,,9.0,2011.0
26,25.2,30.7,20.8,-,68,0.0,6.9,5.2,7.6,-,,,,,9.0,2011.0
27,24.7,30.5,21.1,-,68,0.0,7.7,3.0,5.4,-,,,,,9.0,2011.0
28,24.8,30.8,20.7,-,69,0.0,6.9,4.1,7.6,-,,,,,9.0,2011.0
29,24.6,30.8,20.8,-,67,0.0,6.9,3.3,5.4,-,,,,,9.0,2011.0
30,24.4,30.0,20.0,-,73,1.02,6.9,2.0,5.4,-,o,,,,9.0,2011.0
1,22.5,30.0,19.7,-,89,38.1,4.8,1.3,3.5,-,o,,,,10.0,2011.0
2,22.7,29.2,20.1,-,86,24.89,5.5,2.4,5.4,-,o,,,,10.0,2011.0
3,22.9,29.2,20.2,-,84,2.03,6.3,3.3,5.4,-,o,,,,10.0,2011.0
4,23.2,29.4,19.2,-,70,3.05,6.9,2.2,5.4,-,,,,,10.0,2011.0
5,24.4,31.0,18.4,-,64,0.0,6.3,0.4,3.5,-,,,,,10.0,2011.0
6,24.8,31.0,20.1,-,73,0.0,6.9,2.4,5.4,-,,,,,10.0,2011.0
7,23.8,30.4,20.6,-,78,3.05,6.9,3.3,5.4,-,,,,,10.0,2011.0
8,23.8,30.1,20.9,-,78,0.0,6.3,4.6,7.6,-,,,,,10.0,2011.0
9,23.0,31.0,20.0,-,83,12.95,6.9,3.1,5.4,-,o,,o,,10.0,2011.0
10,21.7,31.0,19.8,-,90,4.06,6.3,2.8,5.4,-,o,,o,,10.0,2011.0
11,23.1,28.2,19.9,-,85,0.51,4.8,2.0,5.4,-,o,,o,,10.0,2011.0
12,23.6,28.7,20.6,-,81,2.03,5.5,1.3,3.5,-,,,,,10.0,2011.0
13,23.1,28.7,20.6,-,84,0.0,6.6,0.4,3.5,-,,,,,10.0,2011.0
14,24.1,28.2,20.4,-,82,0.51,6.3,2.4,5.4,-,o,,,,10.0,2011.0
15,24.4,30.3,21.5,-,79,0.0,8.5,0.9,3.5,-,,,,,10.0,2011.0
16,24.9,30.7,22.0,-,72,0.0,6.3,1.9,5.4,-,,,,,10.0,2011.0
17,24.7,30.7,21.1,-,71,0.0,6.9,3.3,5.4,-,,,,,10.0,2011.0
18,24.6,30.1,20.7,-,68,0.0,6.3,1.5,5.4,-,,,,,10.0,2011.0
19,24.9,30.5,20.0,-,63,0.0,7.7,4.3,5.4,-,,,,,10.0,2011.0
20,24.9,30.5,20.4,-,68,0.0,6.3,4.6,7.6,-,,,,,10.0,2011.0
21,25.1,30.4,21.5,-,66,0.0,6.8,3.1,7.6,-,,,,,10.0,2011.0
22,24.3,30.4,21.1,-,76,0.0,5.3,5.0,7.6,-,,,,,10.0,2011.0
23,23.7,30.0,21.0,-,82,10.92,6.9,5.0,7.6,-,o,,o,,10.0,2011.0
24,23.6,30.0,20.5,-,81,1.02,7.4,3.5,5.4,-,,,o,,10.0,2011.0
25,21.4,30.0,19.4,-,93,19.05,6.9,3.5,5.4,-,o,,,,10.0,2011.0
26,21.9,26.8,19.0,-,88,0.0,6.9,5.9,11.1,-,,,,,10.0,2011.0
27,22.6,27.8,20.2,-,85,2.03,6.9,5.0,7.6,-,o,,,,10.0,2011.0
28,23.8,29.8,20.1,-,77,0.0,6.9,5.7,9.4,-,,,,,10.0,2011.0
29,22.3,29.1,19.6,-,86,23.88,6.6,5.2,7.6,-,o,,,,10.0,2011.0
30,21.9,29.1,19.4,-,88,5.08,6.3,3.5,5.4,-,o,,,,10.0,2011.0
31,22.3,27.2,19.6,-,85,0.0,6.9,5.7,7.6,-,,,,,10.0,2011.0
1,21.5,27.4,19.9,-,91,9.91,6.3,5.6,9.4,-,o,,,,11.0,2011.0
2,22.0,27.4,19.3,-,88,5.08,4.8,3.9,7.6,-,o,,,,11.0,2011.0
3,22.0,27.0,19.6,-,87,0.25,5.5,4.6,7.6,-,o,,,,11.0,2011.0
4,22.1,27.2,20.4,-,90,1.02,4.8,3.3,5.4,-,o,,,,11.0,2011.0
5,21.9,27.2,20.1,-,90,11.94,4.0,5.0,7.6,-,o,,,,11.0,2011.0
6,23.3,28.2,20.0,-,78,7.87,6.9,5.7,7.6,-,,,,,11.0,2011.0
7,22.6,29.0,17.7,-,58,0.0,5.5,4.6,7.6,-,,,,,11.0,2011.0
8,21.4,29.0,16.2,-,53,0.0,5.5,1.5,5.4,-,,,,,11.0,2011.0
9,21.2,28.3,15.2,-,57,0.0,6.3,3.7,11.1,-,,,,,11.0,2011.0
10,21.2,28.0,16.2,-,59,0.0,5.8,1.5,5.4,-,,,,,11.0,2011.0
11,22.4,28.8,17.7,-,64,0.0,6.9,1.3,3.5,-,,,,,11.0,2011.0
12,22.6,29.5,17.2,-,60,0.0,5.5,1.9,3.5,-,,,,,11.0,2011.0
13,22.5,29.5,17.2,-,62,0.0,6.9,2.2,3.5,-,,,,,11.0,2011.0
14,22.9,29.1,18.2,-,61,0.0,5.5,3.3,5.4,-,,,,,11.0,2011.0
15,22.3,29.1,17.0,-,57,0.0,6.9,4.1,9.4,-,,,,,11.0,2011.0
16,22.3,29.0,15.2,-,55,0.0,6.9,3.0,5.4,-,,,,,11.0,2011.0
17,22.1,28.8,17.5,-,70,0.0,6.3,4.3,5.4,-,,,,,11.0,2011.0
18,21.5,27.4,18.2,-,77,0.0,5.5,5.2,11.1,-,o,,,,11.0,2011.0
19,21.8,29.2,16.8,-,52,0.0,6.9,4.1,9.4,-,,,,,11.0,2011.0
20,20.8,29.2,15.0,-,58,0.0,6.3,5.9,9.4,-,,,,,11.0,2011.0
21,21.2,28.0,15.8,-,61,0.0,6.9,7.8,14.8,-,,,,,11.0,2011.0
22,21.3,28.2,16.2,-,64,0.0,6.3,5.7,9.4,-,,,,,11.0,2011.0
23,21.7,28.5,15.9,-,65,0.0,6.3,5.7,7.6,-,,,,,11.0,2011.0
24,22.1,28.5,16.8,-,70,0.0,6.9,6.5,9.4,-,,,,,11.0,2011.0
25,21.5,27.5,19.5,-,81,0.0,6.3,8.7,14.8,-,o,,,,11.0,2011.0
26,20.8,24.0,19.3,-,91,6.1,5.5,10.0,24.1,-,o,,,,11.0,2011.0
27,21.0,23.4,19.5,-,91,5.08,4.0,3.7,9.4,-,o,,,,11.0,2011.0
28,21.6,24.8,19.9,-,87,0.76,4.0,5.7,9.4,-,,,,,11.0,2011.0
29,21.8,25.0,20.0,-,82,0.0,6.3,5.4,7.6,-,,,,,11.0,2011.0
30,22.4,26.6,18.7,-,76,0.0,5.5,5.4,9.4,-,,,,,11.0,2011.0
1,22.7,28.2,19.8,-,77,0,6.9,3.9,5.4,-,,,,,12.0,2011.0
2,23.1,29.2,18.8,-,65,0,7.4,1.5,3.5,-,,,,,12.0,2011.0
3,22.7,29.2,18.3,-,72,0,5.3,1.3,3.5,-,,,,,12.0,2011.0
4,22.3,28.8,19.0,-,72,0,4.8,1.9,3.5,-,,,,,12.0,2011.0
5,22.1,28.6,17.8,-,61,0,6.9,3.1,5.4,-,,,,,12.0,2011.0
6,21.8,28.6,16.6,-,58,0,6.0,1.3,3.5,-,,,,,12.0,2011.0
7,21.1,28.2,17.4,-,62,0,6.3,4.8,14.8,-,,,,,12.0,2011.0
8,20.6,26.8,15.2,-,68,0,6.3,5.6,14.8,-,,,,,12.0,2011.0
9,22.2,27.8,17.0,-,74,-,6.9,6.9,14.8,-,o,,,,12.0,2011.0
10,23.6,29.8,19.8,-,73,0,6.3,4.6,7.6,-,o,,,,12.0,2011.0
11,22.7,29.2,19.6,-,71,0,4.8,3.1,7.6,-,,,,,12.0,2011.0
12,22.4,28.6,18.0,-,66,0,5.5,4.6,7.6,-,,,,,12.0,2011.0
13,21.5,28.6,17.4,-,70,0,6.3,5.9,9.4,-,,,,,12.0,2011.0
14,22.0,29.0,16.1,-,62,0,6.9,3.5,7.6,-,,,,,12.0,2011.0
15,20.8,29.0,17.2,-,78,0,6.9,4.1,5.4,-,,,,,12.0,2011.0
16,20.2,26.2,16.1,-,65,0,6.9,7.0,14.8,-,,,,,12.0,2011.0
17,19.8,26.4,14.5,-,62,0,6.9,4.3,5.4,-,,,,,12.0,2011.0
18,19.7,26.6,14.0,-,64,0,6.9,4.1,5.4,-,,,,,12.0,2011.0
19,20.5,27.5,14.6,-,63,0,6.3,4.4,9.4,-,,,,,12.0,2011.0
20,18.4,27.5,15.0,-,65,0,5.5,4.3,7.6,-,,,,,12.0,2011.0
21,19.9,26.9,15.2,-,64,0,6.3,5.6,7.6,-,,,,,12.0,2011.0
22,19.2,26.9,13.3,-,59,0,6.3,3.3,5.4,-,,,,,12.0,2011.0
23,18.5,26.4,13.7,-,66,0,6.3,4.6,11.1,-,,,,,12.0,2011.0
24,20.6,29.5,12.8,-,45,0,6.3,4.1,11.1,-,,,,,12.0,2011.0
25,20.8,29.5,13.3,-,44,0,6.9,3.3,7.6,-,,,,,12.0,2011.0
26,21.0,29.8,13.8,-,44,0,6.9,2.0,5.4,-,,,,,12.0,2011.0
27,20.0,29.8,13.1,-,43,0,6.0,0.9,3.5,-,,,,,12.0,2011.0
28,20.7,29.5,14.0,-,36,0,6.9,1.9,5.4,-,,,,,12.0,2011.0
29,22.8,29.5,16.2,-,45,0,6.6,3.7,9.4,-,,,,,12.0,2011.0
30,19.3,28.3,16.8,-,91,0,4.0,7.0,11.1,-,o,,,,12.0,2011.0
31,19.3,22.6,16.3,-,80,7.11,4.8,5.7,14.8,-,o,,,,12.0,2011.0
1,21.6,27.6,16.7,-,71,0,6.6,6.5,14.8,-,,,,,1.0,2012.0
2,22.3,29.2,18.3,-,66,0,6.3,5.9,11.1,-,,,,,1.0,2012.0
3,23.1,30.6,18.0,-,67,0,6.8,4.3,7.6,-,,,,,1.0,2012.0
4,23.7,30.6,18.8,-,62,0,6.3,4.1,7.6,-,,,,,1.0,2012.0
5,23.3,30.1,18.6,-,65,0,6.3,4.1,5.4,-,,,,,1.0,2012.0
6,22.7,30.6,17.0,-,62,0,6.3,5.9,9.4,-,,,,,1.0,2012.0
7,22.1,30.6,16.9,-,61,0,6.0,5.0,7.6,-,,,,,1.0,2012.0
8,22.6,30.2,16.0,-,68,0,5.5,4.3,7.6,-,,,,,1.0,2012.0
9,22.9,30.4,17.2,-,65,0,6.3,3.7,7.6,-,,,,,1.0,2012.0
10,23.3,30.4,18.8,-,66,0,6.3,5.0,7.6,-,,,,,1.0,2012.0
11,23.1,30.4,18.9,-,59,-,5.8,4.6,5.4,-,o,,,,1.0,2012.0
12,22.4,29.8,17.9,-,63,0.25,6.9,6.5,11.1,-,,,,,1.0,2012.0
13,21.4,28.2,17.4,-,63,0,6.9,4.8,7.6,-,,,,,1.0,2012.0
14,20.4,28.0,15.8,-,57,0,6.9,3.1,5.4,-,,,,,1.0,2012.0
15,19.3,27.2,13.4,-,46,0,6.9,2.8,5.4,-,,,,,1.0,2012.0
16,19.8,28.8,12.0,-,46,0,6.9,3.5,5.4,-,,,,,1.0,2012.0
17,21.2,30.2,13.2,-,45,0,6.3,4.1,5.4,-,,,,,1.0,2012.0
18,21.3,30.2,13.5,-,41,0,6.3,3.0,5.4,-,,,,,1.0,2012.0
19,21.9,30.0,16.1,-,46,0,6.3,3.1,3.5,-,,,,,1.0,2012.0
20,21.9,29.5,15.8,-,52,0,6.3,3.5,5.4,-,,,,,1.0,2012.0
21,22.0,29.9,15.4,-,46,0,6.3,4.4,5.4,-,,,,,1.0,2012.0
22,21.1,29.9,15.4,-,53,0,6.9,4.1,5.4,-,,,,,1.0,2012.0
23,20.6,29.2,15.2,-,56,0,6.3,5.6,11.1,-,,,,,1.0,2012.0
24,20.7,28.3,14.9,-,56,0,6.9,5.2,7.6,-,,,,,1.0,2012.0
25,19.8,28.3,14.0,-,55,0,6.3,4.3,7.6,-,,,,,1.0,2012.0
26,20.9,28.4,14.3,-,54,0,6.9,3.9,9.4,-,,,,,1.0,2012.0
27,21.4,28.8,16.0,-,55,0,6.3,3.9,5.4,-,,,,,1.0,2012.0
28,21.7,28.8,17.5,-,65,0,6.3,3.5,5.4,-,,,,,1.0,2012.0
29,21.8,28.8,16.4,-,62,0,6.3,6.5,11.1,-,,,,,1.0,2012.0
30,21.1,28.4,16.5,-,66,0,5.5,6.9,11.1,-,,,,,1.0,2012.0
31,21.4,28.0,16.6,-,61,0,6.3,5.7,14.8,-,,,,,1.0,2012.0
1,20.8,28.2,14.6,-,51,0,6.9,4.3,11.1,-,,,,,2.0,2012.0
2,21.1,28.4,14.0,-,49,0,6.9,5.6,11.1,-,,,,,2.0,2012.0
3,21.1,28.4,15.6,-,58,0,6.9,7.0,9.4,-,,,,,2.0,2012.0
4,21.9,29.4,16.0,-,58,0,6.9,5.0,7.6,-,,,,,2.0,2012.0
5,22.7,30.6,16.0,-,50,0,5.5,4.4,5.4,-,,,,,2.0,2012.0
6,23.1,30.6,16.0,-,55,0,6.9,4.3,5.4,-,,,,,2.0,2012.0
7,23.5,30.7,18.0,-,57,0,6.3,5.0,11.1,-,,,,,2.0,2012.0
8,24.4,32.4,17.7,-,52,0,6.3,3.5,3.5,-,,,,,2.0,2012.0
9,24.4,32.4,18.8,-,51,0,6.9,3.9,5.4,-,,,,,2.0,2012.0
10,24.3,32.2,18.7,-,55,0,6.3,3.9,5.4,-,,,,,2.0,2012.0
11,23.2,31.4,18.5,-,65,0,6.3,4.1,5.4,-,,,,,2.0,2012.0
12,23.8,30.2,18.8,-,56,0,6.0,5.4,7.6,-,,,,,2.0,2012.0
13,23.4,31.6,18.1,-,52,0,6.6,5.2,7.6,-,,,,,2.0,2012.0
14,23.9,31.8,16.9,-,43,0,6.9,5.0,7.6,-,,,,,2.0,2012.0
15,24.3,31.8,17.7,-,46,0,6.3,5.0,7.6,-,,,,,2.0,2012.0
16,24.9,32.3,18.4,-,50,0,6.3,3.0,3.5,-,,,,,2.0,2012.0
17,24.8,32.5,19.4,-,49,0,6.9,4.3,7.6,-,,,,,2.0,2012.0
18,23.6,32.5,18.6,-,44,0,6.6,3.3,5.4,-,,,,,2.0,2012.0
19,24.1,32.4,16.2,-,35,0,6.9,6.1,9.4,-,,,,,2.0,2012.0
20,25.0,33.3,16.9,-,35,0,6.9,5.7,11.1,-,,,,,2.0,2012.0
21,25.6,33.6,17.8,-,36,0,6.9,4.1,7.6,-,,,,,2.0,2012.0
22,24.5,33.6,17.8,-,36,0,7.7,4.8,9.4,-,,,,,2.0,2012.0
23,24.2,32.6,17.4,-,27,0,7.7,5.0,7.6,-,,,,,2.0,2012.0
24,24.8,32.8,16.3,-,27,0,8.5,5.0,11.1,-,,,,,2.0,2012.0
25,24.4,32.8,16.2,-,24,0,6.9,5.4,9.4,-,,,,,2.0,2012.0
26,24.3,32.6,15.8,-,26,0,7.7,5.9,11.1,-,,,,,2.0,2012.0
27,24.2,32.6,15.6,-,27,0,6.9,5.6,14.8,-,,,,,2.0,2012.0
28,26.1,35.4,16.6,-,24,0,6.9,4.4,7.6,-,,,,,2.0,2012.0
29,26.7,35.4,20.0,-,40,0,6.9,2.8,5.4,-,,,,,2.0,2012.0
1,27.0,35.6,20.2,-,41,0.0,6.9,2.2,5.4,-,,,,,3.0,2012.0
2,26.9,35.6,21.4,-,37,0.0,6.9,3.3,5.4,-,,,,,3.0,2012.0
3,26.7,34.9,19.8,-,28,0.0,6.9,1.3,3.5,-,,,,,3.0,2012.0
4,27.1,35.1,18.6,-,29,0.0,6.3,2.8,3.5,-,,,,,3.0,2012.0
5,26.9,35.1,21.5,-,51,0.0,7.7,4.3,5.4,-,,,,,3.0,2012.0
6,26.5,34.3,21.1,-,48,0.0,6.9,3.0,7.6,-,,,,,3.0,2012.0
7,27.1,34.3,21.3,-,48,0.0,6.3,3.7,7.6,-,,,,,3.0,2012.0
8,26.4,33.7,21.2,-,42,0.0,6.3,4.4,7.6,-,,,,,3.0,2012.0
9,25.7,33.5,19.0,-,31,0.0,6.9,1.5,5.4,-,,,,,3.0,2012.0
10,26.7,33.5,20.6,-,40,0.0,6.9,6.3,11.1,-,,,,,3.0,2012.0
11,25.9,33.5,19.6,-,38,0.0,6.9,5.4,9.4,-,,,,,3.0,2012.0
12,26.1,33.4,19.6,-,47,0.0,6.9,6.5,9.4,-,,,,,3.0,2012.0
13,25.8,33.4,20.6,-,60,0.0,6.3,7.6,11.1,-,,,,,3.0,2012.0
14,26.2,32.6,20.4,-,51,0.0,6.9,6.1,7.6,-,,,,,3.0,2012.0
15,26.7,33.6,20.8,-,53,0.0,6.9,4.6,14.8,-,o,,,,3.0,2012.0
16,27.0,33.9,20.9,-,43,0.0,6.9,2.8,3.5,-,,,,,3.0,2012.0
17,27.3,34.6,21.6,-,44,0.0,6.9,4.8,9.4,-,,,,,3.0,2012.0
18,28.2,35.5,20.8,-,34,0.0,6.9,2.2,7.6,-,,,,,3.0,2012.0
19,28.3,35.5,22.2,-,40,0.0,6.9,4.6,11.1,-,,,,,3.0,2012.0
20,28.0,35.1,22.9,-,40,0.0,6.9,4.8,7.6,-,,,,,3.0,2012.0
21,27.8,35.4,22.7,-,44,0.0,7.7,3.7,7.6,-,,,,,3.0,2012.0
22,27.4,35.4,22.0,-,44,0.0,7.7,3.9,5.4,-,,,,,3.0,2012.0
23,27.6,35.4,22.0,-,40,0.0,6.9,5.6,11.1,-,,,,,3.0,2012.0
24,27.1,35.4,20.2,-,28,0.0,6.9,3.5,5.4,-,,,,,3.0,2012.0
25,26.4,35.3,18.4,-,27,0.0,6.9,4.8,11.1,-,,,,,3.0,2012.0
26,26.4,35.3,18.4,-,30,0.0,6.9,5.2,11.1,-,,,,,3.0,2012.0
27,26.2,35.3,17.7,-,35,0.0,6.9,4.6,9.4,-,,,,,3.0,2012.0
28,26.5,34.4,19.8,-,44,0.0,6.9,2.8,7.6,-,,,,,3.0,2012.0
29,28.4,37.2,21.9,-,35,0.0,4.8,3.7,11.1,-,,,,,3.0,2012.0
30,27.6,35.6,21.9,-,46,0.0,6.9,3.5,5.4,-,,,,,3.0,2012.0
31,27.2,35.2,19.7,-,51,0.76,6.3,3.3,7.6,-,,,o,,3.0,2012.0
1,26.7,35.0,21.2,-,51,0,6.9,3.5,3.5,-,,,,,4.0,2012.0
2,27.0,33.9,21.0,-,41,0,6.9,3.7,7.6,-,,,,,4.0,2012.0
3,27.1,34.6,21.9,-,37,0,6.9,3.9,5.4,-,,,,,4.0,2012.0
4,28.0,36.0,21.6,-,37,0,6.9,6.1,7.6,-,,,,,4.0,2012.0
5,28.9,36.0,21.9,-,39,0,7.4,4.4,7.6,-,,,,,4.0,2012.0
6,27.4,35.4,22.9,-,50,0.51,6.3,3.9,7.6,-,o,,,,4.0,2012.0
7,28.5,35.2,22.8,-,43,0,6.3,2.0,5.4,-,,,,,4.0,2012.0
8,28.6,34.8,23.2,-,47,0,6.3,1.9,3.5,-,,,,,4.0,2012.0
9,28.6,35.2,23.4,-,48,0,6.9,3.3,5.4,-,,,,,4.0,2012.0
10,28.5,35.4,22.7,-,53,0,6.9,3.3,7.6,-,,,,,4.0,2012.0
11,28.9,35.4,23.3,-,42,0,6.9,4.1,5.4,-,,,,,4.0,2012.0
12,28.7,35.8,22.9,-,41,0,6.9,5.4,9.4,-,,,,,4.0,2012.0
13,28.5,35.8,21.2,-,39,0,6.9,4.1,7.6,-,,,,,4.0,2012.0
14,28.3,35.6,22.8,-,45,0,6.9,5.0,9.4,-,,,,,4.0,2012.0
15,28.5,35.8,22.6,-,47,0,6.9,4.1,7.6,-,,,,,4.0,2012.0
16,29.2,35.8,23.0,-,42,0,6.9,3.9,5.4,-,,,,,4.0,2012.0
17,28.4,35.5,23.4,-,52,-,6.9,4.6,11.1,-,o,,,,4.0,2012.0
18,27.2,35.8,21.6,-,56,0,6.3,3.5,5.4,-,,,o,,4.0,2012.0
19,28.3,35.8,20.7,-,47,1.02,6.9,2.0,5.4,-,,,,,4.0,2012.0
20,29.1,35.9,23.4,-,43,0,6.9,3.3,3.5,-,,,,,4.0,2012.0
21,28.6,35.9,24.0,-,45,0,6.3,3.0,5.4,-,,,,,4.0,2012.0
22,29.5,35.3,24.2,-,45,0,6.9,4.4,11.1,-,,,,,4.0,2012.0
23,29.7,37.1,24.7,-,42,0,6.3,5.7,11.1,-,,,,,4.0,2012.0
24,29.3,37.5,23.6,-,41,0,6.9,5.9,14.8,-,,,,,4.0,2012.0
25,24.4,37.5,21.6,-,72,4.06,6.3,4.8,11.1,-,o,,,,4.0,2012.0
26,25.8,32.4,20.9,-,70,8.89,6.9,4.3,7.6,-,,,o,,4.0,2012.0
27,25.5,32.7,22.2,-,73,0,6.3,3.1,7.6,-,o,,o,,4.0,2012.0
28,25.9,32.7,21.8,-,69,3.05,6.3,4.8,7.6,-,,,,,4.0,2012.0
29,26.6,34.0,22.3,-,69,0,6.3,4.1,7.6,-,o,,o,,4.0,2012.0
30,25.7,34.0,23.0,-,76,0.51,6.3,4.4,9.4,-,,,,,4.0,2012.0
1,26.1,33.4,21.4,-,73,0.0,6.9,5.9,11.1,-,o,,o,,5.0,2012.0
2,26.6,33.4,20.4,-,70,10.92,6.3,5.7,7.6,-,o,,,,5.0,2012.0
3,28.1,34.2,23.2,-,60,0.0,6.9,5.4,7.6,-,,,,,5.0,2012.0
4,28.1,34.8,23.2,-,57,0.0,6.9,6.3,9.4,-,,,,,5.0,2012.0
5,27.4,34.8,21.8,-,52,0.0,6.9,7.4,11.1,-,,,,,5.0,2012.0
6,27.4,34.2,21.4,-,51,0.0,6.9,5.2,9.4,-,,,,,5.0,2012.0
7,28.3,34.8,21.9,-,47,0.0,6.9,2.4,5.4,-,,,,,5.0,2012.0
8,26.2,34.8,21.4,-,63,26.92,6.3,5.0,7.6,-,o,,o,,5.0,2012.0
9,25.9,34.5,20.6,-,64,0.0,6.3,2.8,5.4,-,,,,,5.0,2012.0
10,24.9,33.0,21.3,-,72,3.05,5.5,6.7,14.8,-,,,,,5.0,2012.0
11,25.4,31.7,21.1,-,67,0.0,5.5,4.4,7.6,-,o,,o,,5.0,2012.0
12,24.1,31.6,20.8,-,78,0.25,6.3,4.1,7.6,-,o,,o,,5.0,2012.0
13,25.4,31.0,20.1,-,72,40.89,6.9,0.9,3.5,-,o,,,,5.0,2012.0
14,24.8,31.0,22.4,-,75,0.0,6.9,2.8,7.6,-,o,,o,,5.0,2012.0
15,24.1,33.5,20.0,-,78,3.05,5.8,6.9,14.8,-,o,,o,,5.0,2012.0
16,25.4,33.5,19.5,-,73,49.02,6.3,2.8,7.6,-,o,,,,5.0,2012.0
17,26.9,32.5,22.8,-,69,0.0,6.9,3.1,5.4,-,o,,,,5.0,2012.0
18,27.7,34.7,23.0,-,58,0.0,6.9,5.6,9.4,-,,,,,5.0,2012.0
19,28.3,34.7,23.6,-,61,0.0,6.9,7.8,14.8,-,,,,,5.0,2012.0
20,28.6,34.9,23.3,-,51,0.0,6.9,5.0,14.8,-,,,,,5.0,2012.0
21,28.2,35.2,23.1,-,53,0.0,6.9,5.7,9.4,-,,,,,5.0,2012.0
22,28.0,35.2,22.9,-,55,0.0,6.9,6.7,14.8,-,,,,,5.0,2012.0
23,28.1,34.4,22.7,-,57,0.0,6.9,8.3,14.8,-,,,,,5.0,2012.0
24,27.4,34.4,22.5,-,61,0.0,6.9,10.6,14.8,-,,,,,5.0,2012.0
25,26.8,32.7,22.0,-,59,0.0,6.3,9.1,18.3,-,,,,,5.0,2012.0
26,26.2,32.7,22.1,-,64,0.0,6.9,7.6,11.1,-,,,,,5.0,2012.0
27,27.4,33.9,22.0,-,59,4.06,6.9,7.8,11.1,-,,,,,5.0,2012.0
28,27.6,33.9,22.3,-,56,0.0,6.9,10.7,14.8,-,,,,,5.0,2012.0
29,26.2,33.6,22.8,-,64,0.0,6.9,8.7,14.8,-,,,,,5.0,2012.0
30,27.5,33.3,22.8,-,59,0.0,7.7,10.7,14.8,-,,,,,5.0,2012.0
31,27.1,33.4,22.1,-,57,0.0,7.7,10.4,14.8,-,,,,,5.0,2012.0
1,27.1,33.1,21.3,-,51,0.0,6.9,10.0,14.8,-,,,,,6.0,2012.0
2,27.9,34.1,22.7,-,52,0.0,6.9,7.8,11.1,-,,,,,6.0,2012.0
3,27.5,34.1,22.5,-,58,0.0,6.9,7.2,11.1,-,,,,,6.0,2012.0
4,27.4,33.7,21.9,-,59,0.0,7.4,9.4,14.8,-,,,,,6.0,2012.0
5,25.4,33.7,21.4,-,64,0.0,6.9,14.8,22.2,-,,,,,6.0,2012.0
6,24.4,31.2,21.4,-,75,0.0,6.9,12.8,18.3,-,,,,,6.0,2012.0
7,25.7,31.2,21.3,-,66,0.0,6.9,9.3,13.0,-,,,,,6.0,2012.0
8,24.7,31.2,21.7,-,67,3.05,5.5,10.2,14.8,-,o,,,,6.0,2012.0
9,26.2,30.7,21.1,-,59,3.05,6.9,10.2,14.8,-,,,,,6.0,2012.0
10,25.8,30.6,21.5,-,58,0.0,7.7,9.4,11.1,-,,,,,6.0,2012.0
11,25.6,31.4,20.6,-,53,0.0,6.9,10.7,14.8,-,,,,,6.0,2012.0
12,24.7,31.4,20.6,-,66,0.0,6.9,10.7,14.8,-,,,,,6.0,2012.0
13,25.8,32.4,20.6,-,61,0.0,6.3,8.7,11.1,-,,,,,6.0,2012.0
14,26.6,33.1,21.2,-,62,0.0,6.9,7.2,9.4,-,,,,,6.0,2012.0
15,25.8,33.1,21.4,-,63,0.0,6.9,10.7,14.8,-,,,,,6.0,2012.0
16,24.5,33.1,20.8,-,71,1.02,6.9,9.6,11.1,-,o,,,,6.0,2012.0
17,24.1,30.2,20.9,-,71,0.0,6.9,13.0,22.2,-,,,,,6.0,2012.0
18,22.2,28.5,20.2,-,79,0.0,6.3,19.8,27.8,-,o,,,,6.0,2012.0
19,23.8,28.4,20.1,-,68,0.0,6.3,13.0,18.3,-,,,,,6.0,2012.0
20,24.3,30.6,20.4,-,65,0.0,6.3,11.9,14.8,-,,,,,6.0,2012.0
21,24.2,30.6,20.0,-,67,0.0,7.7,10.2,14.8,-,,,,,6.0,2012.0
22,23.8,30.6,20.0,-,73,0.0,6.9,10.2,14.8,-,,,,,6.0,2012.0
23,25.4,31.6,20.5,-,63,0.0,8.7,9.1,11.1,-,,,,,6.0,2012.0
24,25.2,31.6,20.4,-,63,0.0,6.9,9.4,14.8,-,,,,,6.0,2012.0
25,24.7,31.6,20.3,-,68,3.05,5.5,7.8,11.1,-,o,,,,6.0,2012.0
26,24.9,30.6,20.6,-,68,0.0,6.3,10.2,14.8,-,,,,,6.0,2012.0
27,25.2,31.2,21.1,-,63,0.0,6.9,9.1,14.8,-,o,,,,6.0,2012.0
